Order ID,Amount,Profit,Quantity,Category,Sub-Category
B-26038,30.0,6.0,1,Clothing,T-Shirt
B-26039,83.0,34.0,5,Clothing,Shirt
B-26040,38.0,9.0,2,Clothing,Stole
B-26040,113.0,24.0,4,Clothing,Hankerchief
B-26040,833.0,93.0,3,Clothing,Trousers
B-26041,176.0,-28.0,5,Furniture,Furnishings
B-26042,36.0,15.0,3,Clothing,Stole
B-26043,185.0,48.0,4,Clothing,Stole
B-26043,62.0,28.0,5,Clothing,Hankerchief
B-26043,79.0,5.0,6,Clothing,Hankerchief
B-26043,30.0,12.0,3,Clothing,Skirt
B-26043,122.0,50.0,7,Clothing,Stole
B-26044,28.0,10.0,3,Clothing,Skirt
B-26045,302.0,75.0,6,Furniture,Furnishings
B-26045,376.0,0.0,7,Clothing,Stole
B-26045,179.0,77.0,1,Clothing,Saree
B-26045,27.0,5.0,1,Clothing,Stole
B-26046,32.0,3.0,8,Clothing,Hankerchief
B-26047,55.0,12.0,5,Clothing,Skirt
B-26048,163.0,81.0,2,Electronics,Accessories
B-26048,401.0,13.0,6,Furniture,Chairs
B-26048,1461.0,202.0,5,Furniture,Tables
B-26048,1104.0,209.0,4,Clothing,Trousers
B-26049,100.0,28.0,2,Clothing,Hankerchief
B-26050,325.0,32.0,7,Clothing,T-Shirt
B-26050,169.0,55.0,4,Clothing,Saree
B-26050,487.0,143.0,4,Electronics,Phones
B-26050,166.0,27.0,2,Electronics,Accessories
B-26050,79.0,32.0,3,Clothing,Saree
B-26050,32.0,6.0,3,Clothing,Shirt
B-26050,38.0,9.0,2,Clothing,Stole
B-26050,284.0,44.0,6,Clothing,Hankerchief
B-26050,382.0,92.0,2,Electronics,Printers
B-26051,184.0,85.0,6,Clothing,T-Shirt
B-26051,676.0,195.0,5,Furniture,Bookcases
B-26051,669.0,74.0,5,Furniture,Bookcases
B-26051,80.0,22.0,3,Clothing,Stole
B-26051,216.0,50.0,4,Clothing,Stole
B-26051,85.0,24.0,10,Clothing,Hankerchief
B-26051,382.0,119.0,2,Clothing,Saree
B-26051,490.0,88.0,2,Electronics,Accessories
B-26051,1337.0,147.0,7,Electronics,Printers
B-26051,600.0,102.0,5,Electronics,Electronic Games
B-26052,78.0,28.0,6,Clothing,Kurti
B-26052,101.0,16.0,4,Clothing,T-Shirt
B-26052,145.0,0.0,3,Clothing,Saree
B-26052,148.0,23.0,4,Clothing,Kurti
B-26052,15.0,1.0,1,Clothing,Shirt
B-26052,25.0,7.0,2,Clothing,Stole
B-26052,774.0,170.0,3,Electronics,Accessories
B-26053,17.0,1.0,2,Clothing,Skirt
B-26053,246.0,61.0,2,Furniture,Bookcases
B-26053,425.0,208.0,7,Clothing,Saree
B-26053,93.0,31.0,3,Electronics,Accessories
B-26053,594.0,89.0,3,Furniture,Bookcases
B-26053,85.0,2.0,6,Clothing,Stole
B-26053,27.0,6.0,3,Clothing,Skirt
B-26053,120.0,1.0,1,Furniture,Chairs
B-26053,162.0,55.0,3,Clothing,Stole
B-26054,246.0,98.0,5,Clothing,Hankerchief
B-26054,88.0,20.0,2,Clothing,Saree
B-26054,88.0,19.0,2,Clothing,Shirt
B-26054,139.0,21.0,3,Electronics,Accessories
B-26054,139.0,36.0,3,Clothing,Stole
B-26054,138.0,11.0,5,Clothing,Stole
B-26054,156.0,23.0,3,Clothing,Stole
B-26054,559.0,174.0,2,Electronics,Electronic Games
B-26055,227.0,48.0,5,Clothing,Stole
B-26055,5729.0,64.0,14,Furniture,Chairs
B-26055,94.0,27.0,2,Clothing,T-Shirt
B-26055,213.0,4.0,14,Clothing,Shirt
B-26055,250.0,-12.0,2,Electronics,Printers
B-26055,43.0,11.0,1,Clothing,Saree
B-26055,1218.0,420.0,8,Furniture,Bookcases
B-26055,671.0,114.0,9,Electronics,Phones
B-26055,57.0,7.0,2,Clothing,Shirt
B-26056,70.0,24.0,3,Clothing,Stole
B-26056,47.0,20.0,7,Clothing,Hankerchief
B-26056,33.0,9.0,2,Clothing,Hankerchief
B-26056,424.0,161.0,2,Clothing,Saree
B-26056,391.0,90.0,6,Electronics,Phones
B-26056,15.0,6.0,2,Clothing,Hankerchief
B-26056,101.0,11.0,2,Clothing,Hankerchief
B-26056,31.0,9.0,2,Clothing,Hankerchief
B-26056,220.0,40.0,2,Electronics,Accessories
B-26056,213.0,-145.0,3,Furniture,Bookcases
B-26056,19.0,-18.0,4,Clothing,Kurti
B-26056,206.0,18.0,4,Clothing,Hankerchief
B-26057,736.0,346.0,5,Electronics,Printers
B-26057,54.0,8.0,4,Clothing,T-Shirt
B-26057,659.0,-37.0,2,Furniture,Bookcases
B-26057,224.0,87.0,3,Clothing,Trousers
B-26058,212.0,97.0,7,Clothing,Hankerchief
B-26059,20.0,6.0,1,Clothing,T-Shirt
B-26060,382.0,68.0,3,Clothing,Saree
B-26061,508.0,203.0,2,Electronics,Accessories
B-26061,965.0,-68.0,3,Electronics,Printers
B-26061,206.0,12.0,1,Electronics,Printers
B-26061,642.0,180.0,5,Clothing,Saree
B-26061,109.0,52.0,2,Clothing,Stole
B-26061,27.0,8.0,2,Clothing,T-Shirt
B-26062,44.0,-40.0,3,Clothing,Stole
B-26062,50.0,-17.0,2,Clothing,Stole
B-26062,13.0,-2.0,1,Clothing,Stole
B-26063,241.0,-77.0,4,Electronics,Electronic Games
B-26064,75.0,2.0,5,Clothing,Leggings
B-26064,61.0,3.0,4,Clothing,Hankerchief
B-26064,122.0,38.0,6,Clothing,T-Shirt
B-26064,22.0,0.0,2,Clothing,Saree
B-26065,146.0,19.0,5,Clothing,Stole
B-26066,86.0,22.0,2,Clothing,Saree
B-26067,618.0,27.0,4,Furniture,Bookcases
B-26067,53.0,2.0,4,Clothing,Hankerchief
B-26067,1120.0,199.0,6,Clothing,Saree
B-26067,1137.0,-14.0,7,Electronics,Printers
B-26067,67.0,2.0,4,Clothing,T-Shirt
B-26068,193.0,33.0,5,Electronics,Accessories
B-26069,55.0,18.0,2,Clothing,Kurti
B-26070,54.0,12.0,4,Clothing,Shirt
B-26070,582.0,262.0,5,Furniture,Furnishings
B-26070,75.0,29.0,1,Clothing,Trousers
B-26070,14.0,7.0,2,Clothing,Hankerchief
B-26071,21.0,4.0,3,Clothing,Hankerchief
B-26072,313.0,44.0,3,Electronics,Electronic Games
B-26073,37.0,17.0,3,Clothing,Hankerchief
B-26073,290.0,110.0,9,Clothing,Stole
B-26073,122.0,11.0,4,Clothing,Hankerchief
B-26073,29.0,9.0,3,Clothing,Saree
B-26073,1514.0,742.0,4,Electronics,Printers
B-26074,57.0,21.0,4,Clothing,Leggings
B-26075,34.0,12.0,2,Clothing,Stole
B-26076,91.0,22.0,2,Clothing,Stole
B-26076,133.0,46.0,5,Clothing,Shirt
B-26076,60.0,13.0,2,Clothing,T-Shirt
B-26076,19.0,4.0,2,Clothing,Saree
B-26076,450.0,190.0,4,Furniture,Bookcases
B-26077,62.0,11.0,7,Clothing,Hankerchief
B-26078,17.0,8.0,2,Clothing,Skirt
B-26078,44.0,20.0,2,Clothing,T-Shirt
B-26078,557.0,111.0,2,Electronics,Electronic Games
B-26078,137.0,63.0,3,Clothing,Stole
B-26079,18.0,3.0,2,Clothing,Hankerchief
B-26080,109.0,35.0,6,Clothing,T-Shirt
B-26081,359.0,-338.0,5,Furniture,Bookcases
B-26081,93.0,-84.0,3,Clothing,Saree
B-26081,169.0,0.0,3,Electronics,Accessories
B-26081,79.0,33.0,4,Clothing,Stole
B-26081,24.0,11.0,3,Clothing,Hankerchief
B-26081,637.0,50.0,5,Clothing,Saree
B-26082,95.0,5.0,2,Clothing,Stole
B-26083,43.0,8.0,3,Clothing,Leggings
B-26083,145.0,16.0,3,Clothing,T-Shirt
B-26083,34.0,3.0,3,Clothing,Saree
B-26083,143.0,6.0,2,Electronics,Accessories
B-26083,45.0,17.0,1,Electronics,Accessories
B-26084,209.0,-63.0,4,Electronics,Electronic Games
B-26085,86.0,22.0,2,Clothing,Saree
B-26085,1487.0,624.0,3,Clothing,Trousers
B-26085,40.0,17.0,2,Clothing,Stole
B-26085,132.0,-10.0,3,Clothing,Saree
B-26086,43.0,17.0,2,Clothing,T-Shirt
B-26086,762.0,101.0,6,Electronics,Printers
B-26086,25.0,2.0,2,Clothing,Hankerchief
B-26087,119.0,56.0,7,Clothing,Saree
B-26087,46.0,13.0,3,Clothing,Hankerchief
B-26087,311.0,40.0,1,Electronics,Electronic Games
B-26087,40.0,10.0,2,Clothing,Stole
B-26087,180.0,0.0,8,Clothing,Stole
B-26088,11.0,5.0,2,Clothing,Hankerchief
B-26089,59.0,24.0,6,Clothing,Kurti
B-26089,27.0,4.0,1,Clothing,Hankerchief
B-26089,139.0,14.0,3,Clothing,Kurti
B-26090,80.0,22.0,3,Clothing,Stole
B-26091,158.0,69.0,3,Clothing,Stole
B-26091,29.0,10.0,4,Clothing,Hankerchief
B-26091,59.0,10.0,4,Clothing,Leggings
B-26092,97.0,14.0,2,Clothing,T-Shirt
B-26093,33.0,-1.0,1,Clothing,Saree
B-26093,2847.0,712.0,8,Electronics,Printers
B-26093,852.0,51.0,5,Furniture,Bookcases
B-26093,492.0,187.0,2,Electronics,Accessories
B-26093,81.0,41.0,5,Clothing,Leggings
B-26093,49.0,5.0,4,Clothing,Hankerchief
B-26093,148.0,25.0,3,Clothing,Saree
B-26094,152.0,50.0,6,Clothing,Stole
B-26095,6.0,1.0,1,Clothing,Kurti
B-26096,45.0,9.0,3,Clothing,Leggings
B-26096,103.0,46.0,2,Clothing,Saree
B-26096,140.0,56.0,4,Clothing,Shirt
B-26096,88.0,11.0,3,Electronics,Accessories
B-26096,451.0,25.0,3,Electronics,Phones
B-26096,264.0,-26.0,3,Clothing,Trousers
B-26097,97.0,12.0,2,Clothing,Hankerchief
B-26097,14.0,5.0,1,Clothing,Hankerchief
B-26097,19.0,8.0,2,Clothing,Hankerchief
B-26097,39.0,18.0,2,Clothing,Leggings
B-26097,185.0,-26.0,6,Furniture,Chairs
B-26097,663.0,-212.0,5,Electronics,Printers
B-26097,671.0,-309.0,5,Electronics,Electronic Games
B-26098,82.0,8.0,3,Electronics,Accessories
B-26098,497.0,179.0,3,Furniture,Chairs
B-26098,96.0,48.0,5,Clothing,Leggings
B-26098,409.0,86.0,3,Clothing,Saree
B-26098,59.0,15.0,2,Clothing,T-Shirt
B-26098,46.0,14.0,5,Clothing,Skirt
B-26099,9.0,3.0,1,Clothing,Skirt
B-26099,207.0,37.0,4,Clothing,Hankerchief
B-26099,835.0,267.0,5,Electronics,Phones
B-26099,2366.0,552.0,5,Clothing,Trousers
B-26100,828.0,230.0,2,Furniture,Chairs
B-26100,34.0,10.0,2,Clothing,T-Shirt
B-26100,72.0,16.0,2,Clothing,Shirt
B-33171,3716.69,346.82,5,Electronics,Accessories
B-35470,2772.66,884.0,5,Clothing,Leggings
B-31250,2643.59,-369.36,4,Electronics,Electronic Games
B-26997,4224.72,-1217.25,7,Electronics,Phones
B-32336,4051.18,-509.66,6,Electronics,Phones
B-26036,810.97,-159.56,5,Clothing,Shirt
B-32039,812.99,-216.89,5,Furniture,Bookcases
B-27471,1854.16,665.76,4,Electronics,Printers
B-28236,1435.62,-65.36,7,Furniture,Tables
B-31902,1513.43,-409.48,1,Clothing,Saree
B-32832,434.89,-80.34,4,Clothing,Stole
B-25865,2639.67,477.99,6,Clothing,Stole
B-26775,4407.01,1596.69,6,Electronics,Phones
B-26685,1966.17,-362.35,5,Furniture,Furnishings
B-29319,3126.95,582.14,10,Electronics,Electronic Games
B-31317,2392.49,-158.16,6,Electronics,Electronic Games
B-26471,319.07,95.53,6,Electronics,Electronic Games
B-27987,2286.31,-120.39,6,Clothing,Trousers
B-29142,3221.44,723.95,10,Electronics,Electronic Games
B-29355,3352.22,-130.36,9,Electronics,Phones
B-28906,1679.59,653.52,2,Clothing,Skirt
B-33294,1987.96,-43.08,6,Furniture,Tables
B-27001,2654.07,155.52,4,Electronics,Accessories
B-32222,4435.62,-829.54,2,Electronics,Printers
B-35032,3884.36,-311.35,7,Electronics,Printers
B-32277,4804.24,546.37,1,Furniture,Chairs
B-26271,988.52,-246.32,10,Furniture,Chairs
B-28145,2218.47,169.38,5,Clothing,Kurti
B-32873,2999.81,263.5,8,Electronics,Accessories
B-30633,4798.25,571.23,1,Furniture,Furnishings
B-30359,4434.98,3.53,7,Clothing,Leggings
B-30873,1056.34,370.35,9,Electronics,Printers
B-26045,2014.77,431.31,7,Electronics,Accessories
B-28579,4179.32,-199.23,4,Electronics,Accessories
B-27955,2859.12,-728.47,8,Electronics,Printers
B-25947,3472.1,359.76,9,Furniture,Furnishings
B-31576,2247.45,-261.65,6,Electronics,Electronic Games
B-33349,285.94,-77.83,4,Clothing,T-Shirt
B-27490,2115.91,-443.35,6,Clothing,Saree
B-32377,441.24,73.15,2,Clothing,Trousers
B-27017,3296.87,1148.63,2,Clothing,T-Shirt
B-31152,1596.72,395.93,1,Furniture,Chairs
B-34143,1880.25,746.1,1,Clothing,Skirt
B-29778,4442.89,1535.85,9,Electronics,Electronic Games
B-26660,1581.31,-262.7,8,Electronics,Printers
B-32476,4535.15,208.63,6,Clothing,Stole
B-28784,3783.64,-865.99,1,Electronics,Phones
B-35121,4731.79,-139.89,1,Clothing,Kurti
B-30439,2393.7,209.96,2,Electronics,Electronic Games
B-35415,723.48,119.82,10,Furniture,Chairs
B-31949,1920.91,408.25,2,Clothing,Shirt
B-27696,232.36,76.6,2,Clothing,T-Shirt
B-34640,3156.4,-404.6,6,Electronics,Printers
B-25654,4426.79,-563.6,9,Electronics,Phones
B-26642,3726.11,616.12,8,Furniture,Chairs
B-26983,3022.98,397.62,5,Furniture,Chairs
B-33723,3237.5,-220.79,1,Clothing,Saree
B-27138,3497.87,-1035.4,3,Clothing,Saree
B-32109,4633.13,-1360.91,9,Electronics,Accessories
B-26671,1200.46,206.48,4,Electronics,Accessories
B-31411,3821.98,1200.97,2,Furniture,Chairs
B-26472,1521.91,-375.64,7,Furniture,Chairs
B-35547,2802.36,-757.23,3,Furniture,Furnishings
B-31522,4973.83,119.26,2,Clothing,Shirt
B-32705,4016.07,1388.42,2,Furniture,Furnishings
B-28151,1249.12,-35.24,8,Furniture,Chairs
B-31811,4420.21,-138.31,10,Furniture,Bookcases
B-32143,1978.17,165.12,6,Clothing,Skirt
B-26794,1694.23,4.19,4,Furniture,Tables
B-30144,3576.72,-502.17,3,Clothing,Shirt
B-27496,782.51,-107.97,4,Clothing,Kurti
B-32591,664.17,60.81,2,Clothing,T-Shirt
B-27886,650.89,-178.09,2,Furniture,Chairs
B-30926,2501.22,89.67,6,Clothing,Trousers
B-31746,541.12,-87.81,7,Furniture,Bookcases
B-29640,4197.19,-707.33,2,Furniture,Bookcases
B-29365,666.94,85.27,9,Clothing,Skirt
B-27442,3642.41,1112.35,4,Electronics,Printers
B-29183,509.6,114.05,1,Furniture,Furnishings
B-34515,3022.15,-845.19,7,Electronics,Accessories
B-30532,2315.57,72.61,10,Clothing,Kurti
B-25791,767.55,-89.6,10,Clothing,Trousers
B-28694,4427.9,592.22,6,Electronics,Printers
B-33312,3564.87,130.38,1,Clothing,Stole
B-33961,854.23,136.41,4,Furniture,Bookcases
B-28370,1901.75,451.74,6,Electronics,Accessories
B-32356,4705.72,-280.73,2,Clothing,Saree
B-34310,1059.6,284.77,5,Clothing,Hankerchief
B-28865,4855.63,150.69,6,Furniture,Tables
B-30508,4072.3,297.27,8,Clothing,Skirt
B-27471,307.79,86.53,5,Clothing,Hankerchief
B-33894,2670.65,998.0,2,Furniture,Tables
B-32892,3766.45,-348.94,10,Furniture,Furnishings
B-29480,1690.87,-192.57,5,Clothing,Stole
B-29340,2303.08,-550.1,4,Clothing,Saree
B-34059,2703.07,649.97,9,Clothing,Kurti
B-27685,3588.48,566.52,9,Electronics,Phones
B-26658,4588.15,1629.84,8,Furniture,Bookcases
B-33545,1909.92,-213.14,6,Clothing,Trousers
B-32903,3263.65,-338.71,4,Electronics,Accessories
B-32355,679.54,141.78,5,Furniture,Chairs
B-29526,2483.04,921.41,5,Clothing,Skirt
B-27690,890.06,-63.85,9,Clothing,Trousers
B-35376,4076.78,-1009.09,10,Clothing,T-Shirt
B-32360,3361.36,27.84,4,Electronics,Phones
B-34580,2822.07,-440.98,7,Electronics,Printers
B-25611,2983.79,966.36,1,Furniture,Furnishings
B-35568,437.85,99.56,8,Clothing,T-Shirt
B-28518,1338.17,480.51,4,Furniture,Chairs
B-26489,2251.35,77.45,7,Furniture,Furnishings
B-30881,3269.85,615.12,8,Furniture,Furnishings
B-32421,1918.15,-9.59,9,Furniture,Furnishings
B-30472,3447.65,-834.31,2,Electronics,Printers
B-28544,2280.34,240.2,6,Clothing,Saree
B-26755,458.01,155.67,7,Electronics,Electronic Games
B-30999,642.68,-124.92,7,Furniture,Chairs
B-33106,4939.06,1694.32,2,Furniture,Chairs
B-33584,3237.19,836.71,3,Furniture,Bookcases
B-29637,4067.66,503.33,10,Furniture,Chairs
B-27006,2677.15,-424.43,3,Furniture,Chairs
B-32355,3134.81,890.01,6,Electronics,Printers
B-35468,4289.6,206.29,10,Electronics,Printers
B-31109,2981.98,1113.25,10,Clothing,Trousers
B-27499,4313.26,-384.3,3,Clothing,Stole
B-34410,2754.02,-556.38,2,Clothing,Trousers
B-30094,4539.45,318.96,2,Clothing,T-Shirt
B-28641,324.31,-35.27,5,Furniture,Tables
B-31046,4836.83,-400.98,7,Electronics,Accessories
B-28928,1335.92,-100.68,6,Clothing,Saree
B-32735,4064.12,1585.14,6,Furniture,Tables
B-28546,795.08,-93.39,1,Furniture,Chairs
B-33908,2838.54,193.28,5,Furniture,Furnishings
B-30522,1072.34,37.85,10,Electronics,Accessories
B-34137,4310.79,-416.17,2,Clothing,Kurti
B-30959,2393.67,750.6,3,Clothing,Shirt
B-33495,3081.55,174.39,6,Furniture,Tables
B-30404,2350.85,790.79,9,Furniture,Tables
B-30510,3894.95,962.94,1,Clothing,Skirt
B-28070,2692.55,75.83,5,Electronics,Printers
B-25893,3023.26,-199.09,1,Clothing,Stole
B-34436,918.91,-215.43,1,Furniture,Chairs
B-34748,1256.32,263.03,8,Furniture,Furnishings
B-31586,1151.52,332.49,9,Furniture,Furnishings
B-27915,1118.68,131.59,4,Furniture,Chairs
B-29659,1015.3,-156.92,7,Electronics,Printers
B-30297,2251.5,666.52,2,Electronics,Phones
B-29089,3061.24,453.45,4,Electronics,Printers
B-35035,1835.39,328.86,1,Furniture,Furnishings
B-26451,3377.46,29.02,2,Furniture,Chairs
B-32214,1656.54,-483.3,10,Electronics,Phones
B-34705,2632.34,-265.99,9,Clothing,Stole
B-34520,1884.82,-511.18,5,Clothing,Kurti
B-35544,2780.15,-768.12,2,Clothing,Shirt
B-29611,4039.41,-285.64,2,Furniture,Tables
B-27157,2677.92,385.29,8,Clothing,Saree
B-28789,3008.51,527.66,2,Furniture,Furnishings
B-28412,3874.86,718.38,3,Furniture,Bookcases
B-33227,2891.16,-804.88,5,Furniture,Chairs
B-29317,3860.9,843.62,1,Clothing,Stole
B-31457,150.71,-45.02,8,Clothing,Shirt
B-32667,4172.51,1514.25,8,Furniture,Bookcases
B-29555,3551.18,1375.93,10,Electronics,Electronic Games
B-27263,3126.94,-132.99,7,Furniture,Tables
B-32668,4263.7,-860.49,9,Furniture,Furnishings
B-27926,2182.72,346.58,7,Clothing,Stole
B-30993,2453.39,-260.66,4,Electronics,Phones
B-30858,4773.96,-965.63,1,Clothing,Skirt
B-31566,1656.33,-170.98,3,Electronics,Electronic Games
B-25914,2703.99,-214.04,9,Electronics,Accessories
B-29717,3860.03,-445.78,5,Electronics,Phones
B-29788,731.07,-126.08,7,Clothing,Hankerchief
B-34814,852.2,202.05,1,Clothing,Trousers
B-25950,4572.07,1302.53,10,Electronics,Phones
B-29441,1485.97,468.35,7,Furniture,Furnishings
B-27230,1458.68,198.45,3,Electronics,Printers
B-33673,3952.84,1070.99,3,Electronics,Phones
B-26407,2164.75,189.3,5,Furniture,Tables
B-29018,2462.03,874.91,10,Furniture,Tables
B-30153,3154.73,783.08,4,Furniture,Chairs
B-31341,2328.22,92.47,9,Electronics,Electronic Games
B-35286,3642.99,928.91,1,Furniture,Furnishings
B-34201,4464.27,-321.8,8,Furniture,Chairs
B-28526,2578.65,682.7,8,Furniture,Bookcases
B-32462,2842.0,37.86,2,Clothing,Kurti
B-26626,3900.78,-243.16,4,Clothing,T-Shirt
B-29672,1686.38,599.94,3,Electronics,Printers
B-26364,2559.96,-620.33,4,Furniture,Tables
B-33658,2505.44,753.98,1,Furniture,Tables
B-32245,3975.82,994.38,10,Clothing,T-Shirt
B-32203,2058.55,650.13,1,Electronics,Printers
B-32019,3285.36,737.58,2,Clothing,Skirt
B-32001,1908.24,-311.07,5,Clothing,Skirt
B-31907,4677.86,-113.71,6,Electronics,Printers
B-26201,2337.71,480.96,2,Electronics,Electronic Games
B-30058,2172.8,-116.32,9,Electronics,Printers
B-34767,3570.39,-768.15,9,Electronics,Phones
B-29266,2898.39,455.73,3,Furniture,Bookcases
B-30002,495.37,-4.72,2,Electronics,Phones
B-29909,2302.97,-122.76,2,Clothing,Stole
B-26394,4845.62,-390.54,6,Electronics,Electronic Games
B-34967,4276.91,-146.88,5,Clothing,Saree
B-35276,3303.11,-695.29,6,Electronics,Accessories
B-34027,1084.68,-213.32,8,Furniture,Bookcases
B-28870,2988.81,56.9,4,Furniture,Bookcases
B-33437,3320.77,-224.56,5,Electronics,Accessories
B-31356,1108.78,101.18,7,Clothing,Skirt
B-29042,2585.99,51.82,8,Electronics,Accessories
B-33349,4807.33,-25.56,1,Electronics,Phones
B-34599,731.92,198.01,3,Furniture,Furnishings
B-26530,3048.96,-838.85,8,Clothing,Saree
B-32887,3602.32,1304.58,5,Electronics,Accessories
B-34297,4060.11,1069.41,7,Furniture,Bookcases
B-34192,1566.15,-98.01,7,Electronics,Electronic Games
B-27805,3118.36,934.82,2,Clothing,Shirt
B-33532,3504.16,181.66,7,Electronics,Phones
B-33460,2606.79,105.39,7,Furniture,Furnishings
B-32649,1365.29,-219.74,3,Clothing,T-Shirt
B-28923,2445.83,-450.44,5,Clothing,Shirt
B-30642,25.58,-4.18,5,Clothing,Saree
B-32801,3015.05,-217.59,6,Electronics,Printers
B-29345,2242.12,292.73,4,Electronics,Electronic Games
B-31909,4601.46,374.49,4,Clothing,Kurti
B-34392,3225.26,996.29,7,Furniture,Bookcases
B-28175,3245.47,42.78,3,Electronics,Printers
B-28863,4896.42,1012.99,10,Electronics,Printers
B-34703,3479.13,79.05,4,Furniture,Furnishings
B-27841,4270.2,-581.02,7,Electronics,Accessories
B-27467,4770.76,1475.89,10,Electronics,Phones
B-35328,1745.45,4.97,7,Electronics,Phones
B-28501,4494.42,94.81,5,Furniture,Tables
B-33268,3304.85,-686.54,1,Clothing,Shirt
B-26331,2591.59,-46.27,4,Clothing,Leggings
B-35450,3024.43,-416.94,5,Clothing,T-Shirt
B-27209,1882.32,80.39,4,Electronics,Phones
B-28160,2933.41,814.85,9,Furniture,Bookcases
B-31003,3800.43,72.26,6,Furniture,Bookcases
B-33662,4712.22,-941.83,7,Electronics,Printers
B-33905,2975.09,-528.37,10,Clothing,T-Shirt
B-29683,750.1,63.27,9,Furniture,Chairs
B-27668,888.95,259.53,7,Clothing,Stole
B-26485,4972.28,9.18,8,Electronics,Electronic Games
B-30563,2839.01,726.4,4,Furniture,Tables
B-35219,2539.65,848.17,7,Electronics,Accessories
B-30188,1528.73,234.47,10,Electronics,Printers
B-33473,3167.45,1194.3,10,Electronics,Printers
B-32740,3458.25,411.34,10,Furniture,Furnishings
B-28539,4692.69,518.96,3,Furniture,Chairs
B-31005,834.97,216.49,9,Clothing,Leggings
B-26219,3344.3,-773.77,10,Electronics,Electronic Games
B-28186,132.31,35.94,3,Electronics,Printers
B-26557,3134.8,204.39,3,Clothing,T-Shirt
B-34814,3225.92,450.74,5,Clothing,Trousers
B-34658,2296.88,738.69,9,Electronics,Phones
B-28632,1534.76,96.22,5,Electronics,Printers
B-31187,3286.51,-703.27,2,Clothing,Skirt
B-28418,1636.2,506.11,3,Furniture,Bookcases
B-33822,3720.58,1415.97,1,Clothing,Leggings
B-29988,1046.72,72.19,10,Clothing,Stole
B-34151,4631.76,1241.12,9,Electronics,Phones
B-28832,3547.61,-313.11,3,Furniture,Furnishings
B-32565,4377.95,603.74,8,Furniture,Bookcases
B-27563,1300.72,224.34,2,Clothing,Trousers
B-34060,4572.1,-1135.81,3,Furniture,Bookcases
B-31654,3899.22,1175.07,3,Furniture,Chairs
B-27251,2874.01,991.17,4,Furniture,Chairs
B-29257,2974.81,827.08,2,Furniture,Tables
B-29390,4114.0,311.35,8,Electronics,Accessories
B-33352,2859.97,256.36,4,Clothing,Shirt
B-29728,4916.38,1926.28,5,Furniture,Bookcases
B-33238,3800.04,699.11,9,Clothing,Stole
B-31009,3241.57,-527.73,9,Furniture,Tables
B-28918,4645.19,857.75,4,Clothing,Kurti
B-25865,2909.6,-103.33,6,Electronics,Electronic Games
B-28972,4502.89,1322.06,7,Electronics,Phones
B-30312,2749.99,1014.1,3,Clothing,T-Shirt
B-26412,3470.5,519.98,1,Furniture,Bookcases
B-30707,2241.6,741.58,2,Clothing,Skirt
B-26831,1964.75,-72.95,1,Furniture,Bookcases
B-26935,1944.08,605.55,7,Electronics,Printers
B-26194,4423.53,-557.92,5,Clothing,Shirt
B-35523,1699.53,374.29,5,Clothing,Skirt
B-26625,1046.59,339.11,9,Clothing,Skirt
B-34750,120.66,31.93,8,Clothing,Trousers
B-27355,452.34,-96.8,1,Electronics,Printers
B-31212,3205.13,-254.3,4,Furniture,Chairs
B-32156,4511.41,136.84,9,Clothing,Saree
B-34519,1279.4,161.97,9,Electronics,Printers
B-31693,4558.21,1767.73,2,Furniture,Tables
B-35071,4642.41,319.55,7,Clothing,Trousers
B-29903,564.33,128.17,2,Electronics,Phones
B-25727,2797.92,951.3,3,Electronics,Electronic Games
B-32426,3773.79,1293.17,1,Electronics,Phones
B-33802,3311.42,695.38,7,Clothing,Kurti
B-35229,2470.21,-312.1,8,Furniture,Furnishings
B-31441,4251.06,-107.26,8,Clothing,Trousers
B-34227,772.13,281.19,3,Furniture,Bookcases
B-29560,76.05,18.92,1,Clothing,Skirt
B-27347,4997.09,-448.28,7,Electronics,Electronic Games
B-35167,145.62,8.05,7,Clothing,Kurti
B-31258,1878.45,711.35,3,Electronics,Electronic Games
B-30030,1018.27,109.82,3,Clothing,Shirt
B-27606,342.77,14.95,10,Furniture,Furnishings
B-32997,305.9,19.88,8,Furniture,Chairs
B-31443,1277.83,-246.25,10,Electronics,Printers
B-34440,3704.04,-103.48,3,Electronics,Electronic Games
B-27126,4693.59,1275.85,3,Furniture,Tables
B-32003,2368.35,-438.31,7,Furniture,Furnishings
B-35486,1296.39,431.3,9,Electronics,Accessories
B-30147,2991.9,-445.12,1,Furniture,Bookcases
B-29150,4184.47,-1248.99,3,Clothing,Hankerchief
B-25665,4149.98,99.16,8,Electronics,Accessories
B-29117,2181.08,701.77,1,Furniture,Bookcases
B-28198,1013.94,139.04,10,Clothing,Skirt
B-35240,1119.86,152.02,3,Clothing,Leggings
B-27493,2230.17,268.63,3,Furniture,Furnishings
B-27947,1935.23,-81.28,7,Clothing,Skirt
B-29356,3224.88,-663.98,1,Furniture,Chairs
B-27477,2306.66,-21.79,6,Electronics,Accessories
B-28305,2514.04,-302.41,7,Electronics,Phones
B-29546,2275.7,623.15,10,Clothing,Shirt
B-29125,986.97,-21.54,7,Electronics,Printers
B-32094,4538.74,-1167.59,6,Clothing,Skirt
B-34983,3774.14,-674.06,7,Clothing,Kurti
B-27810,4876.2,293.94,8,Clothing,Leggings
